Actual Rating,Predicted Rating
3.7,3.563889741
3.3,3.421057681
3.9,3.645912957
3.6,3.612083519
4.3,4.304335053
3.3,3.247505822
3.4,3.336841508
3.3,3.344013152
3.7,3.527696937
3.6,3.584897598
3.4,3.375767016
2.8,3.002130751
3.9,3.813271651
4.5,4.496477884
2.7,3.380582416
4.3,3.761707322
3.3,3.621843077
3.2,3.192868791
3.8,3.77903205
4.1,4.088956937
4.1,4.079397713
4.1,4.0741992
3.5,3.492213881
4.1,4.102744462
3.7,3.624388964
3.4,3.377312245
4,4.013780021
3.2,3.422871309
3.4,3.401233475
3.5,3.55053684
4.3,4.125369885
4.2,4.201353663
3.9,3.912816454
4.6,4.570228309
3.6,3.623149578
4,3.797151651
3.4,3.245502516
4.2,4.186604501
4.5,4.483029401
4.2,4.200458992
3.3,3.284177517
3.1,3.366974602
4.2,4.15672187
4.2,4.018921836
3,3.367194297
3.8,3.792011095
3.9,3.89276673
3.7,3.696448949
3.7,3.616205678
4,4.020103653
3.8,3.887205859
4,4.043508097
3.5,3.499449879
3.6,3.577173135
3.2,3.217232268
4.2,4.101086328
4.3,4.272577833
3.6,3.536996124
4.1,4.098829342
4.1,4.079116814
3.4,3.354639598
4.4,4.183247272
3.8,3.723187724
4.2,4.168362641
3.9,3.932641603
3.6,3.547590338
3.5,3.438488656
2.8,2.948281819
3.4,3.670703339
3.4,3.390641697
4,3.929519703
3.9,3.898842281
4,4.014345375
3.7,3.442123673
3.9,3.897979416
2.8,2.940043957
4.1,4.108102334
3.8,3.778264409
3.8,3.665490799
3.4,3.438789565
3.8,3.781293757
3.4,3.313337089
3.2,3.658716654
3.5,3.509495665
3,3.223172425
3.5,3.420551485
3.3,3.3076428
4.3,4.040429149
3.3,3.341230898
3.8,3.783652957
3.6,3.60778988
3.5,3.491581176
4,4.010865545
3.8,3.808348639
4.1,4.114617661
4.3,4.298155343
3.7,3.758892487
2.7,3.314762578
4.1,4.00972952
3.4,3.340248576
3,3.025275985
3.5,3.498250804
3.7,3.661506565
4,3.911105373
4,3.972427073
3.8,3.809109117
3.6,3.591464023
3.9,3.723088853
4.1,4.095177631
3.4,3.392807645
4.4,4.363880801
3.8,3.716099249
3.4,3.39656889
3.3,3.46270206
3.7,3.684820843
3.1,3.200800317
3.8,3.75988682
3.8,3.370032195
4.1,4.103724892
3.7,3.659269798
3.2,3.220698208
4.1,4.01116359
3.7,3.612724402
2.8,3.276247644
3.9,3.982817987
4.1,4.103823901
3.9,3.632315142
4.4,4.444906745
3.7,3.691202857
3.6,3.434352175
3.9,3.856461037
3.9,3.933491429
3.4,3.373380583
4.6,4.379308485
3.3,3.367824319
4.4,4.391043667
3.7,3.66437101
4,3.986969759
3.2,3.280943856
3.4,3.590287889
3.8,3.79891538
3.7,3.538529278
3.7,3.676974013
4.4,4.368060965
3.8,3.744784921
3.7,3.672552811
4.1,4.099762448
4.1,4.093546492
2.8,3.134436043
3.9,3.903510242
3.1,3.134460852
4.2,4.213724108
4,4.001044188
3.4,3.379931831
3.6,3.607658194
4,4.011124828
3.8,3.800045178
4.3,4.254379829
3.7,3.670811644
3.9,3.618901216
4.3,4.300888752
3.4,3.396700692
3.8,3.635740056
3.7,3.778961628
4,4.040017873
3.7,3.292191533
3.7,3.668552268
3.9,3.853790202
4.1,4.073141159
3.3,3.323905677
3.3,3.309720382
3.4,3.433018336
3.7,3.579184731
4.1,3.972958622
3.9,3.926048046
3.2,3.220966921
3.7,3.679844133
3.3,3.259138515
3.5,3.468373436
4.3,4.239848462
3.6,3.673411665
3.9,3.844575576
3.9,3.900892706
4.6,4.617124079
3.6,3.573237128
3,3.105841621
3.4,3.387525286
3.8,3.793911656
3,3.119614864
4.2,4.201364127
3.7,3.697604784
3.5,3.34170092
4,4.037337673
4,3.907359702
3.4,3.322927947
3.8,3.890211546
3,3.593503406
4.5,4.381852057
3.2,3.527357025
4.3,4.244404118
4.4,4.398486846
3.2,3.206624136
3.7,3.649933407
3.2,3.252315019
3.7,3.62168001
4.3,4.289986874
3.5,3.487651251
4.2,4.198874724
3.7,3.661506565
3.6,3.392827194
4.1,4.14119805
3.8,3.758163015
3.1,3.271918475
3.7,3.684865242
3.1,3.128226184
3.7,3.733884623
3,3.027862269
3.7,3.697459019
2.9,3.195726731
3.7,3.688829748
3.7,3.755278304
3.5,3.373256989
4.4,4.287658807
4.1,3.889270157
3.7,3.708823095
2.7,2.716772326
3.2,3.28920536
3.4,3.342418933
3.9,3.618030508
3.5,3.506929135
2.9,2.935655404
3.8,3.939537876
3.6,3.606470626
3.6,3.39231981
3.4,3.389063529
3.8,3.791957372
3.9,3.903510242
4.2,4.259961784
3.7,3.679340232
3.8,3.711070469
3.4,3.396700692
4,4.007708474
2.9,3.010097447
3.5,3.404258289
4,3.948664602
3.9,3.899056467
3.9,3.895724067
4.6,4.590044353
3.8,3.793911656
4.1,4.071527555
2.7,3.144532467
2.9,3.489543482
4.6,4.597589354
3.9,3.896859408
3.3,3.241762266
3.8,3.711018179
3.6,3.518546622
4.1,3.653820576
2.9,3.00425131
4.1,3.945594744
3.5,3.232769812
4.3,4.276063853
2.9,3.383426215
4.1,4.100433126
3,3.17018501
3.3,3.300766421
4.2,4.066850848
4.1,4.077383371
3.9,3.900892706
3.8,3.601750796
3.6,3.601916646
4.1,4.100226272
3.8,3.8243535
2.8,3.295318136
3.4,3.391476425
4.3,4.042396765
4.1,3.959603408
3.5,3.507367354
4,4.020870538
4.2,4.179549609
3.7,3.729144012
3.4,3.60552591
4.2,3.989659049
3.8,3.762119183
3.9,3.893484169
4.7,4.726903597
3.1,3.112644422
3.3,3.341792325
4.3,4.324318384
4.4,4.397622474
4.2,4.176721035
3.9,3.92752388
4.3,4.217534563
3.5,3.39922182
3.6,3.530880833
3.5,3.525661377
3.7,3.680602383
4,3.903358998
3.8,3.851104367
3.6,3.443598109
3.5,3.488929939
3.8,3.854918623
3.1,3.520514467
3.5,3.425947052
4,3.944391293
3.8,3.789328602
3.5,3.496869516
3.8,3.797093534
3.9,3.880371126
3.6,3.582523192
3.5,3.49922217
3.9,3.732987981
2.8,3.058198492
3.7,3.741007595
4.1,4.030539987
3.6,3.637015468
4,3.939489685
3.6,3.601220667
4.3,4.302553361
2.7,2.707603434
3.9,3.896017194
3.9,3.871253145
4.4,4.389924759
3.6,3.555513666
3.4,3.381222242
3.4,3.468937675
3.7,3.574273242
2.8,3.11397315
3.8,3.775832301
3.7,3.694299273
3.5,3.498250804
4,3.450220502
3,3.021417816
4.3,4.227469166
3.1,3.221807365
4.3,4.324975367
4.2,4.20014223
3.9,3.902742125
3.8,3.767087134
3.8,3.819050609
3.1,3.156173034
3.7,3.494320679
4,4.003066836
3.9,3.89904263
3.7,3.64351125
3.7,3.709319112
4.2,4.188257916
4,4.007013137
3.9,3.888066636
3.9,3.889727465
3.9,3.722749688
4.2,4.156452024
2.6,2.687034387
3.3,3.29991231
4,4.005099573
3.3,3.268852692
3.3,3.256910966
4.2,4.190967241
3.6,3.41942844
3.8,3.777874866
4.1,4.098690716
3.7,3.584983804
3.6,3.557892918
3.2,3.220834544
3.8,3.778509511
3.7,3.626406525
4.3,4.34130596
3.4,3.336070381
3.5,3.499339277
3.2,3.371041946
2.3,2.854077659
3.8,3.689847303
3.1,3.256098962
4.5,4.493608604
3.9,3.892033055
3.5,3.486223184
3.9,3.771567941
3.6,3.708057851
2.6,3.221162136
4.3,4.257932296
3.7,3.525255653
3.5,3.462940958
3.8,3.780619199
2.8,3.271180567
3.6,3.580478965
3.9,3.868943201
3.9,3.862916395
3.8,3.771151006
3.9,3.881282909
4.1,4.077208294
3.6,3.602070407
4.1,4.053504421
3.2,3.238794668
3.9,3.898025302
3.5,3.492680746
3.7,3.548870935
3.6,3.505483512
4.3,4.299964829
4.3,4.290291124
4.6,4.273237537
4.5,4.492916999
2.8,3.066270529
2.8,3.061312265
3.7,3.665617102
3.4,3.365165365
3.7,3.700678972
3.9,3.802848218
4.2,4.002601643
4.2,4.199373675
3.8,3.7988455
3.6,3.621054431
3.7,3.747461114
3.9,3.877462106
3.3,3.330314965
3.7,3.73986876
4.2,4.206572463
4.1,4.118220401
4,3.970761186
2.8,3.484315543
4,4.00157192
3.2,3.262857638
4.4,4.325547811
3.7,3.729779213
3,3.088612358
3.9,3.770902421
2.6,2.667887849
4,3.665674646
3.8,3.634906158
4.2,4.204880302
4.5,4.489484021
3.2,3.283138356
4.4,4.397879577
3.3,3.426040431
3.9,3.923227389
3.4,3.466243575
3.6,3.611589843
3.9,3.883955532
3.4,3.354213741
2.9,2.989633973
3.2,3.205662369
4,4.000088225
3.9,3.830180267
3.5,3.432869617
3.8,3.784559811
3.1,3.109368882
3.3,3.228630607
3.7,3.655187472
3.4,3.427071621
3.6,3.58680532
3.7,3.976402584
3.8,3.79767542
3.5,3.45035511
4.6,4.542370231
2.9,3.449949963
3.5,3.482056855
4,4.014793844
3.3,3.275575702
4.1,4.003869074
4.1,4.005516618
3.2,3.263751653
3.6,3.448848815
3.5,3.551608154
3.6,3.60710885
3.6,3.614683568
4.1,4.10205236
3.6,3.617006738
3.4,3.348953019
4,3.709866815
4,3.97639305
4.1,4.064237222
3.4,3.345429005
3.8,3.390854952
3.2,3.225198126
3.4,3.381684052
3.8,3.51742862
4,4.002159447
4.1,4.157839784
3.7,3.698439326
4,3.995307303
4,3.869057651
3.7,3.63896788
4.3,4.294769804
3.3,3.289585678
3.5,3.462905176
3.8,3.774887545
3.6,3.593584803
3.5,3.49622272
3.9,3.903162164
3.7,3.661996156
3.3,3.291128028
3.4,3.451918258
4,3.901281827
2.9,3.180064398
3.7,3.643744696
4,4.005999407
4.3,4.326103385
3.8,3.840104627
4,3.699852123
4.2,4.136457723
4.1,4.099942939
3.9,3.875199446
3.9,3.876185304
3.8,3.843989302
3.2,3.332526423
3.3,3.558372925
3.1,3.142953804
3.5,3.490440411
3.6,3.598671547
3.2,3.201047225
3.2,3.75353182
4,4.011317483
4.1,4.072293258
3.7,3.682249159
4.3,3.74425049
3.9,3.907077043
3.9,3.870564412
3.6,3.527496041
3.9,3.845590443
2.7,2.910329526
3.9,3.349435887
2.9,3.240730198
4.4,4.387886932
3.4,3.405192004
3.3,3.305070193
3.8,3.777874866
3.8,3.608133721
4,3.915403514
3.1,3.187615521
4.8,4.797741281
4.5,4.407048839
4.3,4.220254926
3.7,3.51082776
3.6,3.603190909
4.4,4.205901719
4.1,4.124881252
3.8,3.634168583
3.5,3.545209342
3.6,3.58680532
3.7,3.677723585
3.3,3.307143238
4.4,4.383881372
3,3.08617334
3.9,3.855689508
3.6,3.554193481
4.2,4.183286592
2.8,3.167396408
3,3.41364347
3.5,3.496869516
3.7,3.494281394
2.9,3.29402412
4.1,4.081768625
2.9,3.192735255
4.6,4.503234911
4.3,4.221588081
3.7,3.336364214
4,4.003838809
4,3.74144693
3.9,3.912621087
3.5,3.49622272
3.6,3.606520472
4.3,4.303752855
3.4,3.363093892
3.5,3.425293314
3.8,3.89074201
3.2,3.476164498
4,4.042448512
3.8,3.800263322
4.2,4.137671832
3.7,3.697133313
2.6,2.666009394
4.1,3.985923473
4.2,4.159316394
4.3,4.279834752
3.4,3.55173827
3.2,3.211307
3.9,3.8883162
3.9,3.851659176
4,3.972535856
4,3.68636146
3.9,3.894167841
3.9,3.860931383
3.8,3.785275433
3.3,3.308920324
4.2,4.199058762
3.9,3.733695047
2.8,2.972602625
3.4,3.389336875
3.4,3.392365894
3.6,3.540350208
3.4,3.644694857
4.2,4.121953056
4,4.056432714
3.1,3.23511721
4,4.000248351
3.9,3.880415697
3,3.012782029
3.1,3.117813646
2.8,2.827899883
3.9,3.862528188
3.9,3.899056467
3.6,3.645601186
3.7,3.609507826
3.6,3.594967339
3.9,3.878169412
3.6,3.561252365
4.1,4.086724343
3.7,3.698782364
4.7,4.559121661
3.1,3.067956207
4.3,4.327284696
4.2,4.198709264
4.1,4.017558356
3.1,3.255805127
2.4,3.060984324
3.6,3.396962811
3.3,3.28855047
4.2,4.18928859
3.7,3.734918903
3.8,3.497769011
3.2,3.240518432
4,3.887921055
4.3,4.263126321
4.6,4.527961815
3.1,3.257977658
3.2,3.220698208
3.9,3.638352568
3.3,3.355646114
3.3,3.350084677
3.9,3.897850592
4.5,3.992301294
4,4.054778585
3.1,3.18713251
2.7,3.279207858
3.9,3.575357207
3.6,3.593814763
3.4,3.188486289
3.4,3.339689671
3.7,3.560729074
3.3,3.227421377
3.7,3.698651221
3.1,3.250429724
3.8,3.804825569
3.5,3.529040717
3.4,3.279270705
4.2,4.120780807
3.5,3.39272475
3.6,3.58680532
3.6,3.562818858
4,3.931370947
3.8,3.723063001
3.8,3.803307939
3.8,3.720713329
3.1,3.104715279
3.7,3.608224614
2.8,3.189868675
3.7,3.705361386
3.8,3.960460548
4.5,4.457417778
4.3,4.204556128
2.9,3.595847856
4.2,4.18298425
3.8,3.782735043
3.4,3.362276855
3.6,3.701842976
3.7,3.702002945
2.9,3.132954474
3.3,3.401221215
3.5,3.491461327
3.7,3.654664901
4.3,4.27848978
3.7,3.621128588
3.2,3.21326405
3.7,3.696956864
4.3,4.293892759
3.8,3.782423937
4.5,4.50186792
3.6,3.542824478
4.5,4.507344747
3.6,3.593175526
3.7,3.64309362
4.6,4.58419355
3,3.224267082
4.6,4.542370231
3.3,3.323281281
3.9,3.876836256
4.5,4.476217864
3.4,3.40287007
4,3.892473615
3.2,3.200921147
3.8,3.879219622
3.3,3.293996987
3.9,3.901273785
4.4,4.389818894
3.8,3.781612431
4.5,4.518241841
3.5,3.478728387
3.6,3.511385734
3.8,3.542082753
3.8,3.770718182
4.1,4.10205236
3.7,3.798533989
3.7,3.704176206
4.5,4.470187174
3.9,3.885862629
3.7,3.695052533
3.5,3.378741684
3.5,3.502460453
3.8,3.809503563
3.8,3.803307939
2.9,2.898981746
3,3.229678866
3.6,3.594053013
3.9,3.896657285
3.8,3.793104268
3.3,3.29573352
3.9,3.566562396
3.9,3.900832889
4,3.875160239
3.8,3.894372553
3.7,3.645738466
3.6,3.58640538
3.9,3.900995196
3.2,3.234659476
3.4,3.384027235
3.3,3.26592985
3.6,3.540950728
2.6,3.388295975
3.6,3.594954264
2.7,3.300899798
2.6,3.081657307
3.8,3.563956511
3.4,3.386243951
3.6,3.594954264
4.3,4.29358193
4.2,4.210377505
3.7,3.792527535
4.1,3.810197695
3.8,3.808671233
2.9,3.190671599
4.1,3.959152072
4,4.063776915
3.9,3.917342272
3.6,3.624844222
3.9,3.93306805
4.9,4.898567143
4.4,4.412860526
4,3.986969759
3.4,3.553045669
3.7,3.697133313
3.9,3.900090938
3.2,3.27653492
3.8,3.63681989
3.6,3.537690421
3.1,3.124574449
3.8,3.778921995
3.2,3.347268406
3.7,3.663978369
3.6,3.580912533
3.6,3.581149657
3.3,3.630659829
3.9,3.860456434
3.9,3.861454025
3.8,3.792111354
3.6,3.535969539
3.3,3.389302169
3,3.357129008
4.3,4.299077322
3.1,3.150752841
4.2,4.07360558
3.7,3.597045713
3.2,3.142410534
4.1,4.098749653
3.9,3.723852388
4,3.944861343
3.5,3.495866009
3.7,3.674876707
3.8,3.810429734
4.2,3.685028574
4.1,4.085195546
3.9,3.710656248
3.2,3.206377899
3.4,3.428656329
4.2,4.192476432
3.3,3.282919339
3.9,3.899269596
4.3,4.25257355
2.9,3.11007151
4.4,4.199212062
3.9,3.858755968
3.9,4.013910618
3.4,3.405192004
4,3.887219929
2.9,2.998866627
3.8,3.723187724
3.7,3.686359746
3.5,3.409585465
2.9,3.202412168
4.1,4.093866271
4,3.97274513
4.1,4.10837877
3.6,3.594967339
2.9,3.524404368
2.5,3.343359093
3.7,3.711516908
3.6,3.52890234
3.4,3.399758616
3.5,3.428106671
4.1,4.049482415
3.2,3.446846195
4.3,4.288690867
4,3.988995747
3.5,3.469482415
3.9,3.765623365
3.3,3.348880927
4.4,4.379469167
4,3.95348174
3.9,3.992823519
4.1,4.036428647
4.2,4.198611702
4,3.91906445
3.7,3.595897904
3.3,3.29050811
2.6,2.954721247
4.1,3.92794121
3.1,3.400926738
3.5,3.386857484
4,3.998834636
3.7,3.69495322
3.4,3.302810089
3.4,3.402955373
4.1,4.132942034
3.5,3.360285286
3.9,3.900892706
2.8,2.871394786
3.9,3.89426638
3.9,3.739653424
3.3,3.366393597
4,3.982365127
3.5,3.474511545
3.3,3.253635171
4.4,4.317277069
3.6,3.555817518
4,3.995267688
3.1,3.222692914
3.6,3.53049996
3.5,3.375896868
3.9,3.73900435
4,3.998834636
3.5,3.49275249
4,3.993416649
3.8,3.724856076
3.6,3.563653561
3.8,3.601750796
4.1,4.046976156
3.8,3.845741993
3.3,3.282912047
3.4,3.388379344
3.9,3.919313058
3.7,3.687103533
4.1,4.088868914
4,3.987918924
3.8,3.78887354
4.3,4.191503589
3.7,3.673048492
3.8,3.802207563
4,3.675238694
4,3.879328165
3.3,3.26918352
3.9,3.869202737
3.8,3.742323284
3.7,3.698782364
3.5,3.504338078
4,3.450220502
4.5,4.438202248
2.9,2.962625007
4.1,4.074817564
3.9,3.882764081
3.9,3.94116117
3.1,3.206027281
3.5,3.481903376
2.8,3.000828062
3.8,3.803622766
3.9,3.872252218
3.2,3.211369145
4.2,4.253728306
4,3.999603422
4.3,4.094124151
3.7,3.678819289
4,3.873603767
3.6,3.50202984
3.9,3.86094875
3.9,3.814350892
4,3.990448626
2.8,2.85459574
3.9,3.821956124
3.8,3.817574991
3.4,3.368093654
3.1,3.24082983
3.2,3.229279332
3.9,3.864806817
3.3,3.397510132
3.6,3.592722397
4.1,4.157142382
3.6,3.544121948
4.2,4.189752396
3.2,3.248074656
3.8,3.615091773
3.7,3.598705738
3.6,3.564738307
4.3,4.02035882
4.1,4.105121541
4.5,4.477902871
3.8,3.638197822
4.2,3.980968736
3.5,3.519052936
4.5,4.476424753
2.9,3.083762371
3.2,3.262857638
3.5,3.524266428
3.8,3.816722292
2.9,3.163643823
3.6,3.193293223
3.9,3.889396133
3.8,3.807044691
3.6,3.549145976
3.1,3.13247235
3.7,3.845692975
4.2,4.164759213
3.5,3.562621571
4.1,4.107930597
3.6,3.69805526
4.2,3.180484915
3.5,3.410751491
4.1,4.075445406
3.5,3.531125832
3.5,3.511563663
3.1,3.173458423
4.2,4.201353663
3.5,3.381479176
2.8,3.358148075
4.4,4.402189517
4.2,4.169350252
2.8,3.42320871
3.7,3.667586974
3.6,3.484292319
4,3.998371535
4.1,4.097531108
3.6,3.610494796
3,3.015565441
4.4,4.389343849
3.9,3.897328905
3.7,3.672786333
4.2,4.201409228
3.6,3.578887328
4.2,4.184244083
3.9,3.898589101
4.1,4.076680191
3.8,3.825681419
4.2,4.10300633
4.1,3.896919151
3.6,3.598002159
3.7,3.683121543
3.7,3.649806601
4.1,4.148902136
3.3,3.301161107
4.1,3.988721543
3.8,3.841834169
3.3,3.321269844
3.7,3.636140479
4.2,4.229936516
3.8,3.800337739
4.3,4.294722928
4.2,4.203535646
3.9,3.745013763
3.9,3.896015279
4.4,4.38127397
4.1,4.091398824
3.8,3.625478729
4.1,4.099583549
3,3.140323289
3.2,3.236288859
3.8,3.831315292
3.5,3.49922217
3.9,3.873047373
3.8,3.798522724
4.4,4.388584579
3.5,3.341193823
4.2,4.120460502
3.5,3.364816647
4.1,4.098559045
4.1,4.040552289
3.5,3.377761355
4,4.007931587
3.9,3.856804589
4.2,4.21938388
4.3,4.16099826
4.4,4.395900374
4.3,4.380390157
3.8,3.777950875
4.1,4.101087701
2.9,3.238138512
3.2,3.479737785
3.5,3.492964307
3.2,3.279427667
4.4,4.3497534
3.2,3.473095492
3.1,3.392184308
4.5,4.501005674
4.5,4.299947966
3.5,3.442782845
2.8,2.862990317
3.9,3.688372387
2.9,3.573096049
3.5,3.459608709
2.9,2.935655404
3.4,3.331744218
3.6,3.608534813
3.9,3.544777961
4.5,4.497105718
4.2,4.223723693
4.5,4.357640896
4.1,4.091397915
4.4,4.412421144
3.9,3.898887907
3.5,3.506863579
3.9,3.8883162
4,3.986358024
3.9,3.882629716
4.3,4.355674579
3.9,3.899309836
3,3.173710244
3.9,3.869008109
3.6,3.58983218
3.9,3.849665294
4.1,4.185078038
3.5,3.493362572
3.5,3.440019433
3.9,3.901825795
2.9,3.335614744
3.8,3.79814549
4,3.96832456
3.2,3.262857638
4.5,4.508326683
3.8,3.661339468
3.8,3.774389832
3.5,3.501072499
3.8,3.645556566
3.1,3.242843446
3.5,3.60645346
4.3,4.299487753
4.1,4.094154267
3.7,3.602874726
4.1,3.978054967
3.4,3.483014446
3.8,3.724400419
3.7,3.614592157
3.9,3.935135234
4,3.955260909
3.9,3.872051758
4,4.010840453
3.3,3.3076428
4,4.012765945
3.2,3.505748064
3.9,3.796752888
3.3,3.323737148
3.6,3.54458878
3,3.087567766
3.4,3.422442175
3.8,3.854174415
3.9,3.898543606
2.9,3.747875042
4.1,3.933062414
4.2,4.220428264
3.2,3.220698208
4,3.939706806
3.8,3.747097895
4.1,4.016225685
3.5,3.588431433
3.5,3.548668356
3.2,3.382636928
4.3,4.284337732
2.9,3.069886811
3.5,3.479343104
3.3,3.294808129
4.3,4.297519311
4.5,4.489693915
3.8,3.760788651
3.8,3.786147542
3.9,3.693497736
3.6,3.59500625
4,4.021520585
4,3.872018496
3.6,3.579897526
3.4,3.343211776
4.1,4.104183846
4.1,4.089245486
3.3,3.246283323
4.1,4.055481649
3.8,3.773946773
4.1,4.099972427
3.8,3.435514063
3.7,3.698645152
3.9,3.895329645
3,3.105321005
3.9,3.905599313
4.2,4.200155028
4.1,4.099776146
3.8,3.883484105
3,3.361664177
3.2,3.33822396
4.3,4.289514148
4,3.903112537
3,3.180160373
3.9,3.893710155
2,2.276082469
3.8,3.740016727
4.1,4.11298199
4.3,4.289417073
3.3,3.641037123
4,4.006991156
